Position	ENSG.ID	Gene.type	Gene.name	Chromosome	ENSP.ID	stat	enr
361	ENSG00000056558	protein_coding	TRAF1	9	ENSP00000362994	19617	54
362	ENSG00000132530	protein_coding	XAF1	17	ENSP00000354822	19616	54
363	ENSG00000125730	protein_coding	C3	19	ENSP00000245907	19615	54
364	ENSG00000162692	protein_coding	VCAM1	1	ENSP00000294728	19614	55
365	ENSG00000122224	protein_coding	LY9	1	ENSP00000263285	19613	55
366	ENSG00000078589	protein_coding	P2RY10	X	ENSP00000171757	19612	55
367	ENSG00000135604	protein_coding	STX11	6	ENSP00000356540	19611	55
368	ENSG00000136490	protein_coding	LIMD2	17	ENSP00000259006	19610	55
369	ENSG00000134871	protein_coding	COL4A2	13	ENSP00000353654	19609	55
370	ENSG00000124102	protein_coding	PI3	20	ENSP00000243924	19608	55
371	ENSG00000091106	protein_coding	NLRC4	2	ENSP00000385090	19607	55
372	ENSG00000129450	protein_coding	SIGLEC9	19	ENSP00000413861	19606	55
373	ENSG00000150637	protein_coding	CD226	18	ENSP00000280200	19605	55
374	ENSG00000100060	protein_coding	MFNG	22	ENSP00000349490	19604	55
375	ENSG00000101057	protein_coding	MYBL2	20	ENSP00000217026	19603	55
376	ENSG00000151883	protein_coding	PARP8	5	ENSP00000281631	19602	55
377	ENSG00000131323	protein_coding	TRAF3	14	ENSP00000454207	19601	55
378	ENSG00000112343	protein_coding	TRIM38	6	ENSP00000349596	19600	55
379	ENSG00000059377	protein_coding	TBXAS1	7	ENSP00000389414	19599	55
380	ENSG00000196154	protein_coding	S100A4	1	ENSP00000357705	19598	55
381	ENSG00000165304	protein_coding	MELK	9	ENSP00000298048	19597	55
382	ENSG00000141480	protein_coding	ARRB2	17	ENSP00000403701	19596	55
383	ENSG00000105939	protein_coding	ZC3HAV1	7	ENSP00000242351	19595	55
384	ENSG00000089692	protein_coding	LAG3	12	ENSP00000203629	19594	55
385	ENSG00000204291	protein_coding	COL15A1	9	ENSP00000364140	19593	55
386	ENSG00000120280	protein_coding	TASL	X	ENSP00000368245	19592	55
387	ENSG00000115523	protein_coding	GNLY	2	ENSP00000263863	19591	55
388	ENSG00000169413	protein_coding	RNASE6	14	ENSP00000302046	19590	55
389	ENSG00000107968	protein_coding	MAP3K8	10	ENSP00000263056	19589	55
390	ENSG00000235568	protein_coding	NFAM1	22	ENSP00000333680	19588	55
391	ENSG00000111145	protein_coding	ELK3	12	ENSP00000228741	19587	55
392	ENSG00000164054	protein_coding	SHISA5	3	ENSP00000296444	19586	55
393	ENSG00000079263	protein_coding	SP140	2	ENSP00000375899	19585	55
394	ENSG00000124731	protein_coding	TREM1	6	ENSP00000244709	19584	55
395	ENSG00000163874	protein_coding	ZC3H12A	1	ENSP00000362179	19583	55
396	ENSG00000072818	protein_coding	ACAP1	17	ENSP00000158762	19582	55
397	ENSG00000204264	protein_coding	PSMB8	6	ENSP00000364016	19581	55
398	ENSG00000064012	protein_coding	CASP8	2	ENSP00000351273	19580	55
399	ENSG00000160326	protein_coding	SLC2A6	9	ENSP00000360966	19579	55
400	ENSG00000163564	protein_coding	PYHIN1	1	ENSP00000357122	19578	55
401	ENSG00000240065	protein_coding	PSMB9	6	ENSP00000363993	19577	55
402	ENSG00000204516	protein_coding	MICB	6	ENSP00000252229	19576	55
403	ENSG00000123342	protein_coding	MMP19	12	ENSP00000313437	19575	55
404	ENSG00000160710	protein_coding	ADAR	1	ENSP00000357459	19574	55
405	ENSG00000163599	protein_coding	CTLA4	2	ENSP00000303939	19573	55
406	ENSG00000107099	protein_coding	DOCK8	9	ENSP00000394888	19572	55
407	ENSG00000131747	protein_coding	TOP2A	17	ENSP00000411532	19571	55
408	ENSG00000145779	protein_coding	TNFAIP8	5	ENSP00000427424	19570	55
409	ENSG00000159840	protein_coding	ZYX	7	ENSP00000324422	19569	55
410	ENSG00000169679	protein_coding	BUB1	2	ENSP00000302530	19568	55
411	ENSG00000166741	protein_coding	NNMT	11	ENSP00000441434	19567	55
412	ENSG00000091490	protein_coding	SEL1L3	4	ENSP00000382767	19566	55
413	ENSG00000163508	protein_coding	EOMES	3	ENSP00000388620	19565	55
414	ENSG00000105329	protein_coding	TGFB1	19	ENSP00000221930	19564	55
415	ENSG00000089127	protein_coding	OAS1	12	ENSP00000388001	19563	55
416	ENSG00000093072	protein_coding	ADA2	22	ENSP00000382731	19562	55
417	ENSG00000029153	protein_coding	BMAL2	12	ENSP00000266503	19561	55
418	ENSG00000174175	protein_coding	SELP	1	ENSP00000263686	19560	56
419	ENSG00000136048	protein_coding	DRAM1	12	ENSP00000258534	19559	56
420	ENSG00000138135	protein_coding	CH25H	10	ENSP00000360918	19558	56
421	ENSG00000162777	protein_coding	DENND2D	1	ENSP00000350266	19557	56
422	ENSG00000134242	protein_coding	PTPN22	1	ENSP00000352833	19556	56
423	ENSG00000126787	protein_coding	DLGAP5	14	ENSP00000247191	19555	56
424	ENSG00000038427	protein_coding	VCAN	5	ENSP00000265077	19554	56
425	ENSG00000109861	protein_coding	CTSC	11	ENSP00000227266	19553	56
426	ENSG00000197622	protein_coding	CDC42SE1	1	ENSP00000475845	19552	56
427	ENSG00000172936	protein_coding	MYD88	3	ENSP00000401399	19551	56
428	ENSG00000077420	protein_coding	APBB1IP	10	ENSP00000365411	19550	56
429	ENSG00000151702	protein_coding	FLI1	11	ENSP00000433488	19549	56
430	ENSG00000171700	protein_coding	RGS19	20	ENSP00000378483	19548	56
431	ENSG00000163430	protein_coding	FSTL1	3	ENSP00000295633	19547	56
432	ENSG00000197471	protein_coding	SPN	16	ENSP00000353238	19546	56
433	ENSG00000146112	protein_coding	PPP1R18	6	ENSP00000274853	19545	56
434	ENSG00000089639	protein_coding	GMIP	19	ENSP00000203556	19544	56
435	ENSG00000134013	protein_coding	LOXL2	8	ENSP00000373783	19543	56
436	ENSG00000186407	protein_coding	CD300E	17	ENSP00000376395	19542	56
437	ENSG00000059378	protein_coding	PARP12	7	ENSP00000263549	19541	56
438	ENSG00000132109	protein_coding	TRIM21	11	ENSP00000254436	19540	56
439	ENSG00000231389	protein_coding	HLA-DPA1	6	ENSP00000393566	19539	56
440	ENSG00000143297	protein_coding	FCRL5	1	ENSP00000354691	19538	56
441	ENSG00000163519	protein_coding	TRAT1	3	ENSP00000295756	19537	56
442	ENSG00000159399	protein_coding	HK2	2	ENSP00000290573	19536	56
443	ENSG00000147168	protein_coding	IL2RG	X	ENSP00000363318	19535	56
444	ENSG00000111252	protein_coding	SH2B3	12	ENSP00000345492	19534	56
445	ENSG00000171631	protein_coding	P2RY6	11	ENSP00000480966	19533	56
446	ENSG00000147251	protein_coding	DOCK11	X	ENSP00000276202	19532	56
447	ENSG00000002549	protein_coding	LAP3	4	ENSP00000226299	19531	56
448	ENSG00000106948	protein_coding	AKNA	9	ENSP00000303769	19530	56
449	ENSG00000168961	protein_coding	LGALS9	17	ENSP00000378856	19529	56
450	ENSG00000010610	protein_coding	CD4	12	ENSP00000011653	19528	57
451	ENSG00000100034	protein_coding	PPM1F	22	ENSP00000263212	19527	57
452	ENSG00000231925	protein_coding	TAPBP	6	ENSP00000404833	19526	58
453	ENSG00000005302	protein_coding	MSL3	X	ENSP00000312244	19525	58
454	ENSG00000109943	protein_coding	CRTAM	11	ENSP00000227348	19524	58
455	ENSG00000227507	protein_coding	LTB	6	ENSP00000410481	19523	58
456	ENSG00000137841	protein_coding	PLCB2	15	ENSP00000260402	19522	58
457	ENSG00000094804	protein_coding	CDC6	17	ENSP00000209728	19521	58
458	ENSG00000114353	protein_coding	GNAI2	3	ENSP00000312999	19520	58
459	ENSG00000153395	protein_coding	LPCAT1	5	ENSP00000283415	19519	58
460	ENSG00000204577	protein_coding	LILRB3	19	ENSP00000245620	19518	58
461	ENSG00000111679	protein_coding	PTPN6	12	ENSP00000391592	19517	58
462	ENSG00000181026	protein_coding	AEN	15	ENSP00000331944	19516	58
463	ENSG00000169429	protein_coding	CXCL8	4	ENSP00000306512	19515	59
464	ENSG00000172123	protein_coding	SLFN12	17	ENSP00000378063	19514	59
465	ENSG00000184060	protein_coding	ADAP2	17	ENSP00000329468	19513	59
466	ENSG00000068079	protein_coding	IFI35	17	ENSP00000395590	19512	59
467	ENSG00000152229	protein_coding	PSTPIP2	18	ENSP00000387261	19511	59
468	ENSG00000160219	protein_coding	GAB3	X	ENSP00000399588	19510	59
469	ENSG00000149968	protein_coding	MMP3	11	ENSP00000299855	19509	60
470	ENSG00000166710	protein_coding	B2M	15	ENSP00000452780	19508	60
471	ENSG00000164692	protein_coding	COL1A2	7	ENSP00000297268	19507	60
472	ENSG00000106683	protein_coding	LIMK1	7	ENSP00000336740	19506	60
473	ENSG00000177272	protein_coding	KCNA3	1	ENSP00000358784	19505	61
474	ENSG00000182481	protein_coding	KPNA2	17	ENSP00000438483	19504	61
475	ENSG00000164611	protein_coding	PTTG1	5	ENSP00000377536	19503	61
476	ENSG00000057657	protein_coding	PRDM1	6	ENSP00000358092	19502	61
477	ENSG00000135905	protein_coding	DOCK10	2	ENSP00000258390	19501	61
478	ENSG00000101109	protein_coding	STK4	20	ENSP00000361892	19500	61
479	ENSG00000158485	protein_coding	CD1B	1	ENSP00000357150	19499	61
480	ENSG00000128383	protein_coding	APOBEC3A	22	ENSP00000384359	19498	61
481	ENSG00000145050	protein_coding	MANF	3	ENSP00000432799	19497	61
482	ENSG00000128595	protein_coding	CALU	7	ENSP00000438248	19496	61
483	ENSG00000050730	protein_coding	TNIP3	4	ENSP00000426613	19495	61
484	ENSG00000170458	protein_coding	CD14	5	ENSP00000304236	19494	62
485	ENSG00000110218	protein_coding	PANX1	11	ENSP00000227638	19493	62
486	ENSG00000177105	protein_coding	RHOG	11	ENSP00000339467	19492	63
487	ENSG00000004468	protein_coding	CD38	4	ENSP00000226279	19491	63
488	ENSG00000101294	protein_coding	HM13	20	ENSP00000381237	19490	63
489	ENSG00000112984	protein_coding	KIF20A	5	ENSP00000378356	19489	63
490	ENSG00000182162	protein_coding	P2RY8	X	ENSP00000370697	19488	63
491	ENSG00000081320	protein_coding	STK17B	2	ENSP00000263955	19487	63
492	ENSG00000134470	protein_coding	IL15RA	10	ENSP00000380421	19486	64
493	ENSG00000088826	protein_coding	SMOX	20	ENSP00000478305	19485	64
494	ENSG00000112242	protein_coding	E2F3	6	ENSP00000262904	19484	64
495	ENSG00000197405	protein_coding	C5AR1	19	ENSP00000347197	19483	65
496	ENSG00000131236	protein_coding	CAP1	1	ENSP00000361883	19482	65
497	ENSG00000263528	protein_coding	IKBKE	1	ENSP00000464030	19481	65
498	ENSG00000151790	protein_coding	TDO2	4	ENSP00000444788	19480	65
499	ENSG00000179218	protein_coding	CALR	19	ENSP00000320866	19479	65
500	ENSG00000154589	protein_coding	LY96	8	ENSP00000284818	19478	65
501	ENSG00000150681	protein_coding	RGS18	1	ENSP00000356430	19477	65
502	ENSG00000173559	protein_coding	NABP1	2	ENSP00000403683	19476	65
503	ENSG00000183918	protein_coding	SH2D1A	X	ENSP00000360181	19475	65
504	ENSG00000100219	protein_coding	XBP1	22	ENSP00000216037	19474	65
505	ENSG00000134851	protein_coding	TMEM165	4	ENSP00000370736	19473	65
506	ENSG00000145416	protein_coding	MARCHF1	4	ENSP00000427223	19472	65
507	ENSG00000168542	protein_coding	COL3A1	2	ENSP00000304408	19471	65
508	ENSG00000232810	protein_coding	TNF	6	ENSP00000398698	19470	66
509	ENSG00000167850	protein_coding	CD300C	17	ENSP00000329507	19469	66
510	ENSG00000159216	protein_coding	RUNX1	21	ENSP00000300305	19468	66
511	ENSG00000185885	protein_coding	IFITM1	11	ENSP00000386187	19467	67
512	ENSG00000145386	protein_coding	CCNA2	4	ENSP00000274026	19466	67
513	ENSG00000164733	protein_coding	CTSB	8	ENSP00000345672	19465	67
514	ENSG00000165949	protein_coding	IFI27	14	ENSP00000483430	19464	67
515	ENSG00000026950	protein_coding	BTN3A1	6	ENSP00000289361	19463	67
516	ENSG00000121552	protein_coding	CSTA	3	ENSP00000264474	19462	67
517	ENSG00000196684	protein_coding	HSH2D	19	ENSP00000482604	19461	67
518	ENSG00000103187	protein_coding	COTL1	16	ENSP00000262428	19460	67
519	ENSG00000144802	protein_coding	NFKBIZ	3	ENSP00000325663	19459	67
520	ENSG00000071054	protein_coding	MAP4K4	2	ENSP00000343658	19458	67
521	ENSG00000112195	protein_coding	TREML2	6	ENSP00000418767	19457	67
522	ENSG00000140105	protein_coding	WARS1	14	ENSP00000347495	19456	67
523	ENSG00000168995	protein_coding	SIGLEC7	19	ENSP00000323328	19455	67
524	ENSG00000187116	protein_coding	LILRA5	19	ENSP00000404236	19454	67
525	ENSG00000101082	protein_coding	SLA2	20	ENSP00000262866	19453	67
526	ENSG00000124875	protein_coding	CXCL6	4	ENSP00000226317	19452	68
527	ENSG00000112303	protein_coding	VNN2	6	ENSP00000322276	19451	68
528	ENSG00000125810	protein_coding	CD93	20	ENSP00000246006	19450	68
529	ENSG00000093009	protein_coding	CDC45	22	ENSP00000405726	19449	68
530	ENSG00000183813	protein_coding	CCR4	3	ENSP00000332659	19448	68
531	ENSG00000103313	protein_coding	MEFV	16	ENSP00000219596	19447	69
532	ENSG00000166598	protein_coding	HSP90B1	12	ENSP00000299767	19446	69
533	ENSG00000255833	protein_coding	TIFAB	5	ENSP00000440509	19445	69
534	ENSG00000034510	protein_coding	TMSB10	2	ENSP00000233143	19444	69
535	ENSG00000178927	protein_coding	CYBC1	17	ENSP00000388909	19443	69
536	ENSG00000110031	protein_coding	LPXN	11	ENSP00000431284	19442	69
537	ENSG00000204482	protein_coding	LST1	6	ENSP00000365261	19441	69
538	ENSG00000012779	protein_coding	ALOX5	10	ENSP00000363512	19440	69
539	ENSG00000117461	protein_coding	PIK3R3	1	ENSP00000262741	19439	69
540	ENSG00000134109	protein_coding	EDEM1	3	ENSP00000256497	19438	69
541	ENSG00000145287	protein_coding	PLAC8	4	ENSP00000399700	19437	69
542	ENSG00000089685	protein_coding	BIRC5	17	ENSP00000301633	19436	69
543	ENSG00000104856	protein_coding	RELB	19	ENSP00000221452	19435	69
544	ENSG00000160013	protein_coding	PTGIR	19	ENSP00000291294	19434	70
545	ENSG00000137077	protein_coding	CCL21	9	ENSP00000259607	19433	70
546	ENSG00000114251	protein_coding	WNT5A	3	ENSP00000264634	19432	70
547	ENSG00000154096	protein_coding	THY1	11	ENSP00000284240	19431	70
548	ENSG00000146670	protein_coding	CDCA5	11	ENSP00000275517	19430	70
549	ENSG00000176170	protein_coding	SPHK1	17	ENSP00000313681	19429	71
550	ENSG00000118971	protein_coding	CCND2	12	ENSP00000261254	19428	71
551	ENSG00000118705	protein_coding	RPN2	20	ENSP00000237530	19427	71
552	ENSG00000120217	protein_coding	CD274	9	ENSP00000370989	19426	71
553	ENSG00000123685	protein_coding	BATF3	1	ENSP00000243440	19425	71
554	ENSG00000123610	protein_coding	TNFAIP6	2	ENSP00000243347	19424	72
555	ENSG00000157193	protein_coding	LRP8	1	ENSP00000303634	19423	72
556	ENSG00000159110	protein_coding	IFNAR2	21	ENSP00000343957	19422	72
557	ENSG00000112799	protein_coding	LY86	6	ENSP00000369286	19421	72
558	ENSG00000198624	protein_coding	CCDC69	5	ENSP00000347586	19420	72
559	ENSG00000244509	protein_coding	APOBEC3C	22	ENSP00000355340	19419	72
560	ENSG00000188042	protein_coding	ARL4C	2	ENSP00000339754	19418	72
561	ENSG00000130816	protein_coding	DNMT1	19	ENSP00000352516	19417	72
562	ENSG00000072786	protein_coding	STK10	5	ENSP00000176763	19416	72
563	ENSG00000100526	protein_coding	CDKN3	14	ENSP00000335357	19415	72
564	ENSG00000111817	protein_coding	DSE	6	ENSP00000332151	19414	72
565	ENSG00000154978	protein_coding	VOPP1	7	ENSP00000285279	19413	72
566	ENSG00000105559	protein_coding	PLEKHA4	19	ENSP00000263265	19412	72
567	ENSG00000072110	protein_coding	ACTN1	14	ENSP00000377941	19411	72
568	ENSG00000189057	protein_coding	FAM111B	11	ENSP00000341565	19410	72
569	ENSG00000115594	protein_coding	IL1R1	2	ENSP00000386380	19409	73
570	ENSG00000008516	protein_coding	MMP25	16	ENSP00000337816	19408	73
571	ENSG00000084652	protein_coding	TXLNA	1	ENSP00000362711	19407	73
572	ENSG00000168062	protein_coding	BATF2	11	ENSP00000301887	19406	73
573	ENSG00000206503	protein_coding	HLA-A	6	ENSP00000379873	19405	73
574	ENSG00000092929	protein_coding	UNC13D	17	ENSP00000207549	19404	73
575	ENSG00000106991	protein_coding	ENG	9	ENSP00000362299	19403	73
576	ENSG00000114999	protein_coding	TTL	2	ENSP00000233336	19402	73
577	ENSG00000179344	protein_coding	HLA-DQB1	6	ENSP00000364080	19401	73
578	ENSG00000172322	protein_coding	CLEC12A	12	ENSP00000347916	19400	73
579	ENSG00000205413	protein_coding	SAMD9	7	ENSP00000369292	19399	73
580	ENSG00000100450	protein_coding	GZMH	14	ENSP00000216338	19398	73
581	ENSG00000118193	protein_coding	KIF14	1	ENSP00000356319	19397	73
582	ENSG00000085514	protein_coding	PILRA	7	ENSP00000198536	19396	73
583	ENSG00000166927	protein_coding	MS4A7	11	ENSP00000300184	19395	73
584	ENSG00000101017	protein_coding	CD40	20	ENSP00000361359	19394	74
585	ENSG00000086300	protein_coding	SNX10	7	ENSP00000395474	19393	74
586	ENSG00000159496	protein_coding	RGL4	22	ENSP00000290691	19392	74
587	ENSG00000090376	protein_coding	IRAK3	12	ENSP00000261233	19391	74
588	ENSG00000075884	protein_coding	ARHGAP15	2	ENSP00000295095	19390	74
589	ENSG00000152778	protein_coding	IFIT5	10	ENSP00000360860	19389	74
590	ENSG00000184371	protein_coding	CSF1	1	ENSP00000327513	19388	75
591	ENSG00000167984	protein_coding	NLRC3	16	ENSP00000352039	19387	75
592	ENSG00000084070	protein_coding	SMAP2	1	ENSP00000361803	19386	75
593	ENSG00000087589	protein_coding	CASS4	20	ENSP00000353462	19385	75
594	ENSG00000180871	protein_coding	CXCR2	2	ENSP00000319635	19384	75
595	ENSG00000090104	protein_coding	RGS1	1	ENSP00000356429	19383	76
596	ENSG00000185880	protein_coding	TRIM69	15	ENSP00000453177	19382	76
597	ENSG00000175063	protein_coding	UBE2C	20	ENSP00000348838	19381	76
598	ENSG00000141574	protein_coding	SECTM1	17	ENSP00000269389	19380	76
599	ENSG00000153551	protein_coding	CMTM7	3	ENSP00000335605	19379	76
600	ENSG00000153317	protein_coding	ASAP1	8	ENSP00000429900	19378	76
601	ENSG00000113749	protein_coding	HRH2	5	ENSP00000366506	19377	76
602	ENSG00000197646	protein_coding	PDCD1LG2	9	ENSP00000380855	19376	76
603	ENSG00000140937	protein_coding	CDH11	16	ENSP00000268603	19375	76
604	ENSG00000181631	protein_coding	P2RY13	3	ENSP00000320376	19374	76
605	ENSG00000166073	protein_coding	GPR176	15	ENSP00000453076	19373	76
606	ENSG00000075618	protein_coding	FSCN1	7	ENSP00000371798	19372	76
607	ENSG00000120889	protein_coding	TNFRSF10B	8	ENSP00000276431	19371	76
608	ENSG00000003056	protein_coding	M6PR	12	ENSP00000000412	19370	76
609	ENSG00000090889	protein_coding	KIF4A	X	ENSP00000363524	19369	76
610	ENSG00000162745	protein_coding	OLFML2B	1	ENSP00000356917	19368	76
611	ENSG00000124357	protein_coding	NAGK	2	ENSP00000477639	19367	76
612	ENSG00000139329	protein_coding	LUM	12	ENSP00000266718	19366	76
613	ENSG00000111537	protein_coding	IFNG	12	ENSP00000229135	19365	77
614	ENSG00000156234	protein_coding	CXCL13	4	ENSP00000286758	19364	77
615	ENSG00000116132	protein_coding	PRRX1	1	ENSP00000239461	19363	77
616	ENSG00000161791	protein_coding	FMNL3	12	ENSP00000335655	19362	77
617	ENSG00000204592	protein_coding	HLA-E	6	ENSP00000365817	19361	77
618	ENSG00000148848	protein_coding	ADAM12	10	ENSP00000357668	19360	77
619	ENSG00000182179	protein_coding	UBA7	3	ENSP00000333266	19359	77
620	ENSG00000204252	protein_coding	HLA-DOA	6	ENSP00000229829	19358	77
621	ENSG00000196664	protein_coding	TLR7	X	ENSP00000370034	19357	77
622	ENSG00000160185	protein_coding	UBASH3A	21	ENSP00000317327	19356	77
623	ENSG00000243649	protein_coding	CFB	6	ENSP00000416561	19355	77
624	ENSG00000115009	protein_coding	CCL20	2	ENSP00000351671	19354	78
625	ENSG00000088325	protein_coding	TPX2	20	ENSP00000300403	19353	78
626	ENSG00000162894	protein_coding	FCMR	1	ENSP00000356058	19352	78
627	ENSG00000177494	protein_coding	ZBED2	3	ENSP00000321370	19351	78
628	ENSG00000167900	protein_coding	TK1	17	ENSP00000301634	19350	78
629	ENSG00000062038	protein_coding	CDH3	16	ENSP00000264012	19349	78
630	ENSG00000110665	protein_coding	C11orf21	11	ENSP00000406541	19348	78
631	ENSG00000111206	protein_coding	FOXM1	12	ENSP00000342307	19347	78
632	ENSG00000139178	protein_coding	C1RL	12	ENSP00000266542	19346	78
633	ENSG00000178860	protein_coding	MSC	8	ENSP00000321445	19345	78
634	ENSG00000107742	protein_coding	SPOCK2	10	ENSP00000362201	19344	78
635	ENSG00000137496	protein_coding	IL18BP	11	ENSP00000384212	19343	78
636	ENSG00000182578	protein_coding	CSF1R	5	ENSP00000286301	19342	78
637	ENSG00000165025	protein_coding	SYK	9	ENSP00000364907	19341	78
638	ENSG00000134057	protein_coding	CCNB1	5	ENSP00000256442	19340	78
639	ENSG00000170909	protein_coding	OSCAR	19	ENSP00000479089	19339	78
640	ENSG00000144837	protein_coding	PLA1A	3	ENSP00000273371	19338	78
641	ENSG00000142512	protein_coding	SIGLEC10	19	ENSP00000345243	19337	78
642	ENSG00000100385	protein_coding	IL2RB	22	ENSP00000216223	19336	79
643	ENSG00000017483	protein_coding	SLC38A5	X	ENSP00000471683	19335	79
644	ENSG00000129226	protein_coding	CD68	17	ENSP00000250092	19334	80
645	ENSG00000089820	protein_coding	ARHGAP4	X	ENSP00000359045	19333	80
646	ENSG00000138378	protein_coding	STAT4	2	ENSP00000376134	19332	80
647	ENSG00000119403	protein_coding	PHF19	9	ENSP00000483946	19331	80
648	ENSG00000168078	protein_coding	PBK	8	ENSP00000428489	19330	80
649	ENSG00000105369	protein_coding	CD79A	19	ENSP00000221972	19329	80
650	ENSG00000108821	protein_coding	COL1A1	17	ENSP00000225964	19328	80
651	ENSG00000099331	protein_coding	MYO9B	19	ENSP00000471457	19327	80
652	ENSG00000126860	protein_coding	EVI2A	17	ENSP00000247270	19326	80
653	ENSG00000116663	protein_coding	FBXO6	1	ENSP00000365944	19325	80
654	ENSG00000123975	protein_coding	CKS2	9	ENSP00000364976	19324	80
655	ENSG00000181458	protein_coding	TMEM45A	3	ENSP00000319009	19323	80
656	ENSG00000102970	protein_coding	CCL17	16	ENSP00000219244	19322	81
657	ENSG00000144843	protein_coding	ADPRH	3	ENSP00000420200	19321	81
658	ENSG00000174600	protein_coding	CMKLR1	12	ENSP00000311733	19320	82
659	ENSG00000173432	protein_coding	SAA1	11	ENSP00000384906	19319	83
